playlist_name,artist_name,genres,artist_popularity
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
Re-education: Bob Dylan,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",70
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Colbie Caillat,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",67
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",70
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Taylor Swift,['pop'],100
fearless,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
Música do antigamente,Gnonnas Pedro et ses Dadjes,,15
Música do antigamente,Angela Maria,"['pop nacional antigas', 'velha guarda']",37
Música do antigamente,Silvinho,"['brega', 'pop nacional antigas']",26
Música do antigamente,Luis Quintero y su Conjunto Cibaeno,,
Música do antigamente,Angela Maria,"['pop nacional antigas', 'velha guarda']",37
Música do antigamente,Los Compadres,"['musica tradicional cubana', 'son cubano clasico']",30
Música do antigamente,Luis Quintero y su Conjunto Cibaeno,,
Lina's spanish songs,Sin Bandera,"['latin arena pop', 'latin pop', 'mexican pop']",69
Lina's spanish songs,Camila,"['latin arena pop', 'latin pop']",69
Lina's spanish songs,Maná,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",76
Lina's spanish songs,Camila,"['latin arena pop', 'latin pop']",69
Lina's spanish songs,Maná,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",76
Lina's spanish songs,Marc Anthony,"['latin pop', 'modern salsa', 'salsa', 'tropical']",75
Lina's spanish songs,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
Lina's spanish songs,"Tito ""El Bambino""","['latin hip hop', 'reggaeton', 'trap latino']",69
Lina's spanish songs,Luis Enrique,"['cuatro venezolano', 'latin pop', 'modern salsa', 'musica nicaraguense', 'salsa', 'tropical']",59
Lina's spanish songs,Reik,"['latin arena pop', 'latin pop', 'mexican pop']",78
Lina's spanish songs,Mach & Daddy,"['latin hip hop', 'panamanian pop', 'reggaeton']",51
Lina's spanish songs,Paulina Rubio,"['dance pop', 'latin arena pop', 'latin pop', 'mexican pop']",66
Lina's spanish songs,Maná,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",76
Lina's spanish songs,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
Lina's spanish songs,Marc Anthony,"['latin pop', 'modern salsa', 'salsa', 'tropical']",75
Lina's spanish songs,Maná,"['latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",76
Lina's spanish songs,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
Lina's spanish songs,Chayanne,"['latin pop', 'puerto rican pop', 'tropical']",70
Lina's spanish songs,Julieta Venegas,"['latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",74
Lina's spanish songs,Camila,"['latin arena pop', 'latin pop']",69
Lina's spanish songs,Sin Bandera,"['latin arena pop', 'latin pop', 'mexican pop']",69
Lina's spanish songs,Sin Bandera,"['latin arena pop', 'latin pop', 'mexican pop']",69
Lina's spanish songs,Carlos Vives,"['champeta', 'colombian pop', 'latin pop', 'tropical', 'vallenato']",73
Lina's spanish songs,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
Lina's spanish songs,Paulina Rubio,"['dance pop', 'latin arena pop', 'latin pop', 'mexican pop']",66
Lina's spanish songs,Camilo,"['colombian pop', 'reggaeton colombiano']",80
Lina's spanish songs,J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino']",87
Lina's spanish songs,Bad Bunny,"['reggaeton', 'trap latino']",97
Lina's spanish songs,Juan Luis Guerra 4.40,"['bachata', 'latin pop', 'tropical']",73
Lina's spanish songs,Son By Four,"['latin pop', 'puerto rican pop', 'salsa', 'tropical']",54
Lina's spanish songs,Calle 13,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",68
Lina's spanish songs,Pedro Guerra,"['cantautor', 'musica canaria', 'nueva cancion', 'rock en espanol', 'trova']",54
Lina's spanish songs,Natalia Lafourcade,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",72
Lina's spanish songs,Los Macorinos,,57
Lina's spanish songs,Natalia Lafourcade,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",72
Lina's spanish songs,Los Macorinos,,57
Lina's spanish songs,Caramelos De Cianuro,['venezuelan rock'],53
Lina's spanish songs,Tecupae,['pop reggaeton'],34
Lina's spanish songs,Caloncho,"['guadalajara indie', 'latin pop', 'latin rock']",64
Lina's spanish songs,Caloncho,"['guadalajara indie', 'latin pop', 'latin rock']",64
Lina's spanish songs,Juanes,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",75
Lina's spanish songs,Reyli Barba,"['latin pop', 'mexican pop', 'ranchera', 'rock en espanol', 'tropical']",63
Lina's spanish songs,Fonseca,"['colombian pop', 'latin pop', 'tropical']",67
Lina's spanish songs,Lake Street Dive,"['boston rock', 'new americana']",60
Lina's spanish songs,Dimension Latina,"['salsa', 'salsa venezolana', 'tropical']",57
Lina's spanish songs,Vicente Garcia,"['bachata', 'dominican pop', 'latin alternative', 'latin pop']",62
Lina's spanish songs,La Oreja de Van Gogh,"['latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']",71
lil's recs,ØFFSHORE,,32
lil's recs,Def.,,47
lil's recs,JUNNY,"['chill r&b', 'k-pop', 'korean r&b', 'pop']",57
lil's recs,SUN,,27
lil's recs,Def.,,47
lil's recs,BAEKHYUN,['k-pop'],62
lil's recs,Giveon,"['pop', 'r&b']",79
lil's recs,BAEKHYUN,['k-pop'],62
lil's recs,Giveon,"['pop', 'r&b']",79
lil's recs,Bruno Mars,"['dance pop', 'pop']",87
lil's recs,Anderson .Paak,['escape room'],78
lil's recs,Silk Sonic,['neo soul'],73
lil's recs,Doja Cat,"['dance pop', 'pop']",86
lil's recs,SZA,"['pop', 'r&b', 'rap']",83
lil's recs,EXO,"['k-pop', 'k-pop boy group']",69
lil's recs,Colde,['korean r&b'],56
lil's recs,Crush,"['k-pop', 'korean r&b']",67
lil's recs,BAEKHYUN,['k-pop'],62
lil's recs,BAEKHYUN,['k-pop'],62
right now,Ariana Grande,"['dance pop', 'pop']",88
right now,Ariana Grande,"['dance pop', 'pop']",88
right now,Ariana Grande,"['dance pop', 'pop']",88
right now,Ariana Grande,"['dance pop', 'pop']",88
right now,PawPaw Rod,['indie r&b'],52
right now,KAI,['k-pop'],58
right now,KAI,['k-pop'],58
right now,MisterWives,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop', 'pop rock']",58
right now,FINNEAS,"['alt z', 'electropop', 'la indie', 'pop']",69
right now,Maggie Rogers,"['indie pop', 'pop']",64
right now,Camilo,"['colombian pop', 'reggaeton colombiano']",80
right now,Ben Platt,"['hollywood', 'pop', 'show tunes']",64
right now,KAI,['k-pop'],58
right now,KAI,['k-pop'],58
right now,Ariana Grande,"['dance pop', 'pop']",88
right now,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",93
right now,Ariana Grande,"['dance pop', 'pop']",88
our first dance,Jesse Daniel Smith,,28
road to atl,Sam Smith,"['dance pop', 'pop', 'uk pop']",88
road to atl,Niall Horan,"['dance pop', 'pop', 'post-teen pop']",75
road to atl,John Mayer,"['neo mellow', 'singer-songwriter']",76
road to atl,Natalie Lauren,['high vibe'],31
road to atl,Allen Stone,"['neo mellow', 'neo soul', 'retro soul']",54
road to atl,Kacey Musgraves,"['country dawn', 'pop', 'texas country']",69
road to atl,Harry Styles,['pop'],89
road to atl,PJ Morton,"['neo soul', 'r&b', 'urban contemporary']",58
road to atl,Nina Soro,,21
road to atl,Clark Beckham,['talent show'],34
road to atl,Stephen Day,['indiecoustica'],50
road to atl,Snoh Aalegra,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",65
road to atl,VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",59
road to atl,Leon Bridges,['modern blues'],71
road to atl,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
road to atl,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
road to atl,Champagne Pa,,2
road to atl,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",84
road to atl,MILCK,['la pop'],40
road to atl,Snoh Aalegra,"['alternative r&b', 'neo soul', 'r&b', 'scandinavian r&b', 'swedish soul']",65
road to atl,Lola Young,['uk pop'],38
road to atl,Natalie Lauren,['high vibe'],31
road to atl,Natalie Lauren,['high vibe'],31
road to atl,Thirdstory,['nyc pop'],44
road to atl,Eryn Allen Kane,"['alternative r&b', 'neo soul']",54
road to atl,Anna Golden,"['anthem worship', 'apostolic worship', 'ccm', 'christian pop', 'world worship']",47
road to atl,The Zombies,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",58
road to atl,PJ Morton,"['neo soul', 'r&b', 'urban contemporary']",58
road to atl,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",67
road to atl,Yebba,['pop soul'],65
road to atl,MAX,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",69
road to atl,Quinn XCII,"['electropop', 'indie pop rap', 'pop', 'pop rap']",65
road to atl,David Lunsford,,4
road to atl,Allen Stone,"['neo mellow', 'neo soul', 'retro soul']",54
road to atl,Bad Bunny,"['reggaeton', 'trap latino']",97
road to atl,Jowell & Randy,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",69
road to atl,Ñengo Flow,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",79
road to atl,Jessie Mueller,"['broadway', 'hollywood', 'show tunes']",54
road to atl,Keala Settle,"['broadway', 'hollywood', 'show tunes']",63
road to atl,Kimiko Glenn,['otacore'],53
road to atl,Hunter Hayes,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']",59
road to atl,Natalie Cole,"['adult standards', 'lounge', 'mellow gold', 'quiet storm', 'vocal jazz']",62
road to atl,Brooks & Dunn,"['contemporary country', 'country', 'country road', 'country rock']",68
road to atl,Brooks & Dunn,"['contemporary country', 'country', 'country road', 'country rock']",68
road to atl,Taylor Swift,['pop'],100
road to atl,Aron Wright,['acoustic pop'],42
road to atl,Hunter Hayes,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']",59
road to atl,George Strait,"['contemporary country', 'country', 'country road', 'country rock']",71
road to atl,Francis and the Lights,,48
road to atl,Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",74
road to atl,Bahamas,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",60
road to atl,Thomas Rhett,"['contemporary country', 'country', 'country road']",72
road to atl,Big Time Rush,"['boy band', 'dance pop', 'pop', 'post-teen pop']",64
road to atl,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']",72
road to atl,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
road to atl,James Blake,"['electronica', 'indie soul', 'uk alternative pop']",65
road to atl,Sampha,['indie soul'],63
road to atl,David Archuleta,"['dance pop', 'idol', 'lds youth', 'post-teen pop', 'viral pop']",54
Apt. 435,Nina Simone,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",67
Apt. 435,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']",75
Apt. 435,The Zombies,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",58
Apt. 435,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",67
Apt. 435,Aron Wright,['acoustic pop'],42
Apt. 435,MILCK,['la pop'],40
Apt. 435,Anna Golden,"['anthem worship', 'apostolic worship', 'ccm', 'christian pop', 'world worship']",47
Apt. 435,The Black Atlantic,['dutch indie'],24
Apt. 435,NEEDTOBREATHE,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'worship']",62
Apt. 435,John Lucas,"['anthem worship', 'christian indie', 'christian pop', 'indiecoustica']",40
Apt. 435,Johnnyswim,"['acoustic pop', 'folk-pop', 'indiecoustica', 'neo mellow', 'stomp and holler']",52
Apt. 435,Maverick City Music,,69
Apt. 435,Joe L Barnes,,55
Apt. 435,Naomi Raine,,60
Apt. 435,Maverick City Music,,69
Apt. 435,Chandler Moore,,63
Apt. 435,KJ Scriven,['praise'],42
march to aug '20,The New Respects,['nashville indie'],29
march to aug '20,Jesse Daniel Smith,,28
march to aug '20,Isa Ma,,30
march to aug '20,Amanda Sudano-Ramirez,,
march to aug '20,Jason Upton,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",43
march to aug '20,Thomas Austin,['modern indie folk'],22
march to aug '20,Jon Henry,,15
march to aug '20,The New Respects,['nashville indie'],29
march to aug '20,Josiah,['stoner rock'],1
march to aug '20,The New Respects,['nashville indie'],29
march to aug '20,Ariana Grande,"['dance pop', 'pop']",88
march to aug '20,NEEDTOBREATHE,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'worship']",62
march to aug '20,Steffany Gretzinger,"['ccm', 'instrumental worship', 'world worship', 'worship']",58
march to aug '20,Amanda Cook,"['anthem worship', 'canadian ccm']",53
march to aug '20,Wonder Grace Gretzinger,,28
march to aug '20,Steffany Gretzinger,"['ccm', 'instrumental worship', 'world worship', 'worship']",58
march to aug '20,Bleachers,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",63
to my future daughter or son,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
to my future daughter or son,Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",69
to my future daughter or son,Jessie Mueller,"['broadway', 'hollywood', 'show tunes']",54
to my future daughter or son,Keala Settle,"['broadway', 'hollywood', 'show tunes']",63
to my future daughter or son,Kimiko Glenn,['otacore'],53
to my future daughter or son,Waitress Original Broadway Cast Ensemble,['broadway'],52
to my future daughter or son,Jason Upton,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",43
the great escape,Vance Joy,"['folk-pop', 'pop']",74
the great escape,Ben Howard,"['british singer-songwriter', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']",64
the great escape,Sylvan Esso,"['electropop', 'etherpop', 'indie pop', 'indie rock']",57
disney!!!!!!!!!!!!!,Susan Egan,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",52
disney!!!!!!!!!!!!!,Cheryl Freeman,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,LaChanze,['movie tunes'],56
disney!!!!!!!!!!!!!,Vaneese Thomas,,56
disney!!!!!!!!!!!!!,Lillias White,['disney'],56
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Donny Osmond,"['adult standards', 'bubblegum pop', 'classic uk pop']",55
disney!!!!!!!!!!!!!,Chorus - Mulan,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Jeremy Irons,['movie tunes'],43
disney!!!!!!!!!!!!!,Whoopi Goldberg,,43
disney!!!!!!!!!!!!!,Cheech Marin,,43
disney!!!!!!!!!!!!!,Jim Cummings,"[""children's music"", 'disney', 'hollywood', 'movie tunes']",53
disney!!!!!!!!!!!!!,Lea Salonga,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",58
disney!!!!!!!!!!!!!,Brad Kane,"['disney', 'movie tunes']",54
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Auli'i Cravalho,"['disney', 'hollywood', 'movie tunes', 'show tunes']",62
disney!!!!!!!!!!!!!,Joseph Williams,"['disney', 'movie tunes']",55
disney!!!!!!!!!!!!!,Sally Dworsky,['movie tunes'],47
disney!!!!!!!!!!!!!,Nathan Lane,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",55
disney!!!!!!!!!!!!!,Ernie Sabella,"['disney', 'movie tunes']",55
disney!!!!!!!!!!!!!,Kristle Edwards,,46
disney!!!!!!!!!!!!!,Phil Harris,['movie tunes'],51
disney!!!!!!!!!!!!!,Bruce Reitherman,"['disney', 'movie tunes']",48
disney!!!!!!!!!!!!!,Louis Prima,"['adult standards', 'jump blues', 'lounge', 'swing', 'vocal jazz']",57
disney!!!!!!!!!!!!!,Phil Harris,['movie tunes'],51
disney!!!!!!!!!!!!!,Bruce Reitherman,"['disney', 'movie tunes']",48
disney!!!!!!!!!!!!!,Phil Harris,['movie tunes'],51
disney!!!!!!!!!!!!!,Sierra Boggess as Ariel,"['broadway', 'show tunes']",36
disney!!!!!!!!!!!!!,Jodi Benson,"['disney', 'hollywood', 'movie tunes', 'show tunes']",54
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Samuel E. Wright,"['disney', 'hollywood', 'movie tunes', 'show tunes']",55
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Phil Collins,"['mellow gold', 'rock drums', 'soft rock']",74
disney!!!!!!!!!!!!!,Phil Collins,"['mellow gold', 'rock drums', 'soft rock']",74
disney!!!!!!!!!!!!!,Jason Weaver,['movie tunes'],58
disney!!!!!!!!!!!!!,Rowan Atkinson,['british comedy'],52
disney!!!!!!!!!!!!!,Laura Williams,['movie tunes'],52
disney!!!!!!!!!!!!!,Nathan Lane,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",55
disney!!!!!!!!!!!!!,Ernie Sabella,"['disney', 'movie tunes']",55
disney!!!!!!!!!!!!!,Jason Weaver,['movie tunes'],58
disney!!!!!!!!!!!!!,Joseph Williams,"['disney', 'movie tunes']",55
disney!!!!!!!!!!!!!,Ilene Woods,['movie tunes'],48
disney!!!!!!!!!!!!!,Cinderella's Mice Chorus,"['disney', 'movie tunes']",30
disney!!!!!!!!!!!!!,Ilene Woods,['movie tunes'],48
disney!!!!!!!!!!!!!,Mike Douglas,['movie tunes'],45
disney!!!!!!!!!!!!!,Julie Andrews,"['hollywood', 'movie tunes', 'show tunes']",56
disney!!!!!!!!!!!!!,Julie Andrews,"['hollywood', 'movie tunes', 'show tunes']",56
disney!!!!!!!!!!!!!,Dick Van Dyke,"['hollywood', 'movie tunes']",49
disney!!!!!!!!!!!!!,The Pearlie Chorus,,43
disney!!!!!!!!!!!!!,Bobby Driscoll,"['disney', 'movie tunes']",30
disney!!!!!!!!!!!!!,Kathryn Beaumont,"['disney', 'movie tunes']",39
disney!!!!!!!!!!!!!,Paul Collins,,30
disney!!!!!!!!!!!!!,Tommy Luske,['movie tunes'],26
disney!!!!!!!!!!!!!,The Jud Conlon Chorus,"['disney', 'movie tunes']",34
disney!!!!!!!!!!!!!,Mark Keali'i Ho'omalu,['movie tunes'],54
disney!!!!!!!!!!!!!,Kamehameha Schools Children's Chorus,['movie tunes'],54
disney!!!!!!!!!!!!!,Pat Carroll,"['disney', 'movie tunes']",45
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Kristen Bell,"['disney', 'hollywood']",64
disney!!!!!!!!!!!!!,Idina Menzel,"['hollywood', 'show tunes']",69
disney!!!!!!!!!!!!!,Kristen Bell,"['disney', 'hollywood']",64
disney!!!!!!!!!!!!!,Agatha Lee Monn,,52
disney!!!!!!!!!!!!!,Katie Lopez,,52
disney!!!!!!!!!!!!!,Kristen Bell,"['disney', 'hollywood']",64
disney!!!!!!!!!!!!!,Santino Fontana,['broadway'],55
disney!!!!!!!!!!!!!,Mandy Moore,"['dance pop', 'hollywood', 'post-teen pop']",63
disney!!!!!!!!!!!!!,Zachary Levi,"['broadway', 'show tunes']",55
disney!!!!!!!!!!!!!,Amy Adams,"['disney', 'hollywood', 'movie tunes']",52
disney!!!!!!!!!!!!!,Amy Adams,"['disney', 'hollywood', 'movie tunes']",52
disney!!!!!!!!!!!!!,James Marsden,['hollywood'],42
disney!!!!!!!!!!!!!,Jemaine Clement,,48
disney!!!!!!!!!!!!!,Dwayne Johnson,,61
disney!!!!!!!!!!!!!,Chorus - Hercules,"['disney', 'movie tunes']",47
disney!!!!!!!!!!!!!,Lillias White,['disney'],56
disney!!!!!!!!!!!!!,Cheryl Freeman,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,LaChanze,['movie tunes'],56
disney!!!!!!!!!!!!!,Roz Ryan,,53
disney!!!!!!!!!!!!!,Vaneese Thomas,,56
disney!!!!!!!!!!!!!,Tawatha Agee,['movie tunes'],46
disney!!!!!!!!!!!!!,Lea Salonga,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",58
disney!!!!!!!!!!!!!,Harvey Fierstein,,45
disney!!!!!!!!!!!!!,Matthew Wilder,['new wave pop'],56
disney!!!!!!!!!!!!!,James Hong,,44
disney!!!!!!!!!!!!!,Jerry Tondo,,44
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Randy Newman,"['disney', 'hollywood', 'movie tunes', 'singer-songwriter']",59
disney!!!!!!!!!!!!!,Scatman Crothers,['movie tunes'],34
disney!!!!!!!!!!!!!,Phil Harris,['movie tunes'],51
disney!!!!!!!!!!!!!,Thurl Ravenscroft,['movie tunes'],57
disney!!!!!!!!!!!!!,Liz English,['movie tunes'],35
disney!!!!!!!!!!!!!,Rodgers + Hammerstein's Cinderella (Original Broadway Cast),,
disney!!!!!!!!!!!!!,Carmen Twillie,"['disney', 'movie tunes']",49
disney!!!!!!!!!!!!!,Lebo M.,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,Roger Bart,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",48
disney!!!!!!!!!!!!!,Samuel E. Wright,"['disney', 'hollywood', 'movie tunes', 'show tunes']",55
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Judy Kuhn,"['hollywood', 'movie tunes', 'show tunes']",52
disney!!!!!!!!!!!!!,Amy Adams,"['disney', 'hollywood', 'movie tunes']",52
disney!!!!!!!!!!!!!,Cheryl Freeman,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,LaChanze,['movie tunes'],56
disney!!!!!!!!!!!!!,Vaneese Thomas,,56
disney!!!!!!!!!!!!!,Lillias White,['disney'],56
disney!!!!!!!!!!!!!,Roz Ryan,,53
disney!!!!!!!!!!!!!,Lea Salonga,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",58
disney!!!!!!!!!!!!!,Beth Fowler,"['disney', 'movie tunes']",43
disney!!!!!!!!!!!!!,Marni Nixon,,46
disney!!!!!!!!!!!!!,Chorus - Mulan,"['disney', 'movie tunes']",56
disney!!!!!!!!!!!!!,Disney,,80
disney!!!!!!!!!!!!!,Julie Andrews,"['hollywood', 'movie tunes', 'show tunes']",56
disney!!!!!!!!!!!!!,Raven-Symoné,['post-teen pop'],37
disney!!!!!!!!!!!!!,Adriana Caselotti,['movie tunes'],41
disney!!!!!!!!!!!!!,Mary Costa,"['disney', 'movie tunes']",36
disney!!!!!!!!!!!!!,Bill Shirley,"['disney', 'movie tunes']",35
disney!!!!!!!!!!!!!,Chorus - Sleeping Beauty,"['disney', 'french movie tunes', 'movie tunes']",40
