,Unnamed: 0,playlist_name,track_name,album_name,popularity,release_date,duration,artist_name
751,751,,Help! - Remastered 2009,Help! (Remastered),70,1965,139560,The Beatles
752,752,,I Want To Hold Your Hand - Live / Bonus Track,Live At The Hollywood Bowl,33,2016,149266,The Beatles
753,753,,Romeo And Juliet,Making Movies,71,1980,360666,Dire Straits
754,754,,Message In A Bottle,Reggatta De Blanc (Remastered 2003),74,1979,290280,The Police
755,755,,I'm On Fire,Born In The U.S.A.,74,1984,155880,Bruce Springsteen
756,756,,Born in the U.S.A.,Born In The U.S.A.,73,1984,278680,Bruce Springsteen
757,757,,Jack & Diane,American Fool,72,1982,254493,John Mellencamp
758,758,,Free Fallin',Full Moon Fever,76,1989,256000,Tom Petty
759,759,,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,80,1972,281613,Elton John
760,760,,Come Together - Remastered 2009,Abbey Road (Remastered),76,1969,259946,The Beatles
761,761,,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,76,1965,222813,The Rolling Stones
762,762,,Hey Jude - Remastered 2015,1 (Remastered),73,2000,425653,The Beatles
763,763,,My Generation - Stereo Version,My Generation (Stereo Version),64,1965,198706,The Who
764,764,,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",The Wall (Remastered),70,1979,228586,Pink Floyd
765,765,,Comfortably Numb - 2011 Remastered Version,The Wall (Remastered),67,1979,379213,Pink Floyd
766,766,,Crossroads - Live,Wheels Of Fire,57,1968,258466,Cream
767,767,,Hey Joe,Are You Experienced,69,1967,210160,Jimi Hendrix
768,768,,Little Wing,Axis: Bold As Love,71,1967,145746,Jimi Hendrix
769,769,,Purple Haze,Are You Experienced,70,1967,170813,Jimi Hendrix
770,770,,May This Be Love,Are You Experienced,48,1967,190226,Jimi Hendrix
771,771,,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,Pet Sounds (Original Mono & Stereo Mix Versions),71,1966,153205,The Beach Boys
772,772,,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2015 Remaster",Forever Man,66,2015,269893,Eric Clapton
773,773,,Yesterday - Remastered 2009,Help! (Remastered),75,1965,125666,The Beatles
774,774,,Wish You Were Here,A Collection Of Great Dance Songs,68,1981,321080,Pink Floyd
775,775,,Don't Stop Me Now - Remastered 2011,Jazz (2011 Remaster),81,1978,209413,Queen
776,776,,Under Pressure - Remastered 2011,Hot Space (2011 Remaster),78,1982,248440,David Bowie
777,777,,Another One Bites The Dust - Remastered 2011,The Game (2011 Remaster),81,1980,214653,Queen
778,778,,There Is a Light That Never Goes Out - 2011 Remaster,The Queen Is Dead,79,1986,244586,The Smiths
779,779,,Just Like Heaven,"Kiss Me, Kiss Me, Kiss Me",72,1987,212013,The Cure
780,780,,Where Is My Mind? - Remastered,Surfer Rosa,78,1988,234973,Pixies
781,781,,Happy Together,Happy Together,75,1967,176293,The Turtles
782,782,,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",At Folsom Prison,67,1968,162653,Johnny Cash
783,783,,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,70,1963,158426,Johnny Cash
784,784,,Over the Hills and Far Away - Remaster,Houses of the Holy (Remaster),64,1973,290933,Led Zeppelin
785,785,,The Rover - Remaster,Physical Graffiti (Deluxe Edition),54,1975,339474,Led Zeppelin
786,786,,Immigrant Song - Remaster,Mothership (Remastered),55,2007,146746,Led Zeppelin
787,787,,She Loves You - Mono / Remastered,1 (Remastered),64,2000,140920,The Beatles
788,788,,Can't Buy Me Love - Remastered 2009,A Hard Day's Night (Remastered),64,1964,131866,The Beatles
789,789,,Pinball Wizard,Tommy,67,1969,180943,The Who
790,790,,Johnny B. Goode,Berry Is On Top,75,1959,161560,Chuck Berry
791,791,Roo Panes,My Narrow Road,Quiet Man (Deluxe Edition),21,2019,324000,Roo Panes
792,792,Roo Panes,A Gift To You,Quiet Man (Deluxe Edition),19,2019,308240,Roo Panes
793,793,Roo Panes,Cub,Quiet Man (Deluxe Edition),29,2019,212266,Roo Panes
794,794,Roo Panes,Quiet Man,Quiet Man (Deluxe Edition),24,2019,307040,Roo Panes
795,795,Roo Panes,Warrior,Quiet Man (Deluxe Edition),21,2019,209053,Roo Panes
796,796,Roo Panes,Peace Be With You,Quiet Man (Deluxe Edition),19,2019,270493,Roo Panes
797,797,summer2018,You're Gonna Live Forever in Me,The Search for Everything,74,2017,190013,John Mayer
798,798,summer2018,Home,A Song For Every Moon,58,2017,200620,Bruno Major
799,799,summer2018,Farther Along,Love & War & The Sea In Between,51,2011,304516,Josh Garrels
800,800,summer2018,Something Beautiful,Here Begin,27,2011,264186,Andrea Marie
801,801,summer2018,At the Table,Home,47,2015,289093,Josh Garrels
802,802,summer2018,I Have Made Mistakes,"Through the Deep, Dark Valley",43,2012,289500,The Oh Hellos
803,803,summer2018,Tompkins Square Park,Wilder Mind,55,2015,312626,Mumford & Sons
804,804,summer2018,"Hello, Love",Here Begin,9,2011,377320,Andrea Marie
805,805,spring break,Only Girl,Only Girl,36,2017,210000,Moelogo
806,806,spring break,My Life,Gold,30,2017,187480,Adekunle Gold
807,807,spring break,Dancing on the Moon,Isla Vista Worship,38,2014,264617,Isla Vista Worship
808,808,spring break,First Try,Georgica Pond,50,2016,176632,Johnnyswim
809,809,spring break,Sweet Disposition,Conditions,70,2009,234360,The Temper Trap
810,810,spring break,At the Table,Home,47,2015,289093,Josh Garrels
811,811,spring break,Romeo And Juliet,Making Movies,71,1980,360666,Dire Straits
812,812,spring break,Suavecito,Los Fakires,18,2002,244413,Los Fakires
813,813,spring break,Moon at Dawn,And Then Like Lions,22,2016,247520,Blind Pilot
814,814,spring break,Want You Back,Something To Tell You,51,2017,232120,HAIM
815,815,spring break,I Wish I Knew How It Would Feel to Be Free,The Very Best Of Nina Simone 1967-1972 - Sugar In My Bowl,44,1998,188893,Nina Simone
816,816,spring break,Rose-Colored Boy,After Laughter,66,2017,212853,Paramore
817,817,spring break,Caught in the Middle,After Laughter,61,2017,214160,Paramore
818,818,spring break,May I Have This Dance (Remix) [feat. Chance the Rapper],May I Have This Dance (Remix) [feat. Chance the Rapper],53,2017,195356,Chance the Rapper
819,819,spring break,Midnight in Harlem,Revelator,57,2011,352666,Tedeschi Trucks Band
820,820,spring break,Stay in My Corner,"Yours, Dreamily,",50,2015,199160,The Arcs
821,821,spring break,I'd Rather Be with You,Back In The Day: The Best Of Bootsy,54,1994,297493,Bootsy Collins
822,822,spring break,I Try (Living Room Session),Lift,37,2016,259613,Busty and the Bass
823,823,spring break,Volverte A Ver,Mi Sangre,68,2004,217560,Juanes
824,824,spring break,Only Wanna Be with You - Unplugged,The Sound Experiment - EP,47,2015,194120,Samm Henshaw
825,825,spring break,My Girl,The Temptations Sing Smokey,78,1965,165000,The Temptations
826,826,spring break,All I've Got,Like I Used To,21,2012,199226,Lucy Rose
827,827,spring break,A Sunday Kind Of Love,At Last!,69,1960,196133,Etta James
828,828,spring break,Morena,"""4""",48,2005,178946,Los Hermanos
829,829,spring break,Anna Júlia,Los Hermanos,65,1999,212200,Los Hermanos
830,830,spring break,Kilómetros,Sin Bandera,63,2001,221560,Sin Bandera
831,831,spring break,How Great (feat. Jay Electronica & My cousin Nicole),Coloring Book,47,2016,337423,My cousin Nicole
832,832,spring break,Higher Love,Early in the Morning (Special Edition),55,2010,215589,James Vincent McMorrow
833,833,spring break,Evaporar,Little Joy,34,2008,232026,Little Joy
834,834,spring break,Friends (feat. Bon Iver),Friends (feat. Bon Iver),38,2016,188336,Bon Iver
835,835,spring break,Church,The Story of Sonny Boy Slim,35,2015,310080,Gary Clark Jr.
836,836,spring break,Kick Drum Heart,I And Love And You,47,2009,174106,The Avett Brothers
837,837,spring break,Weighty Ghost,Welcome to the Night Sky,38,2007,218973,Wintersleep
838,838,spring break,Tu Amor Me Hace Bien - Salsa Version,Valio La Pena,70,2004,300160,Marc Anthony
839,839,spring break,"Keep It Loose, Keep It Tight",Amos Lee,56,2005,188080,Amos Lee
840,840,spring break,Rosa Dear,Voilà,35,2014,215040,Ruth
841,841,spring break,Bring My Baby Back,The Psychedelic Swamp,43,2016,228055,Dr. Dog
842,842,spring break,Could You Be Loved,Uprising,77,1980,237000,Bob Marley & The Wailers
843,843,spring break,Is This Love,Kaya - Deluxe Edition,56,1978,231546,Bob Marley & The Wailers
844,844,spring break,Bidi Bidi Bom Bom,La Leyenda (Version Super Deluxe),65,2010,187524,Selena
845,845,spring break,Killing Me Softly With His Song,The Score (Expanded Edition),76,1996,298773,Ms. Lauryn Hill
846,846,spring break,That's Just The Way We Roll,Jonas Brothers,48,2007,173000,Jonas Brothers
847,847,spring break,Olhos Café,Best Of,13,2001,205746,S.S.P.
848,848,spring break,Deixa A Vida Me Levar,Deixa A Vida Me Levar,58,2002,277933,Zeca Pagodinho
849,849,spring break,Essa Quer Me Matar,Vem Dançar Kizomba,23,2012,204480,Yuri da Cunha
850,850,spring break,Sexta-Feira,Regresso à Base,31,2011,248813,Don Kikas
851,851,spring break,So in Love,Isla Vista Worship 2,47,2017,255280,Isla Vista Worship
852,852,spring break,D.R.A.M. Sings Special,Coloring Book,44,2016,101590,Chance the Rapper
853,853,spring break,Always Enough,Always Enough,35,2020,201743,Sajan Nauriyal
854,854,spring break,instagram,instagram,68,2017,255728,DEAN
855,855,sleeping at last,Mars,Atlas: Space (Deluxe),34,2017,237779,Sleeping At Last
856,856,sleeping at last,Jupiter,Atlas: Space (Deluxe),33,2017,255872,Sleeping At Last
857,857,sleeping at last,Saturn,Atlas: Space (Deluxe),40,2017,289792,Sleeping At Last
858,858,sleeping at last,Uranus,Atlas: Space (Deluxe),37,2017,259898,Sleeping At Last
859,859,sleeping at last,Neptune,Atlas: Space (Deluxe),35,2017,280370,Sleeping At Last
860,860,sleeping at last,Pluto,Atlas: Space (Deluxe),34,2017,227222,Sleeping At Last
861,861,sleeping at last,Sun (Instrumental),Atlas: Space (Deluxe),35,2017,277155,Sleeping At Last
862,862,sleeping at last,Mercury (Instrumental),Atlas: Space (Deluxe),35,2017,213425,Sleeping At Last
863,863,sleeping at last,Venus (Instrumental),Atlas: Space (Deluxe),33,2017,200562,Sleeping At Last
864,864,sleeping at last,Earth (Instrumental),Atlas: Space (Deluxe),34,2017,268111,Sleeping At Last
865,865,sleeping at last,Moon (Instrumental),Atlas: Space (Deluxe),35,2017,240640,Sleeping At Last
866,866,sleeping at last,Mars (Instrumental),Atlas: Space (Deluxe),33,2017,237779,Sleeping At Last
867,867,sleeping at last,Jupiter (Instrumental),Atlas: Space (Deluxe),35,2017,255872,Sleeping At Last
868,868,sleeping at last,Saturn (Instrumental),Atlas: Space (Deluxe),45,2017,289792,Sleeping At Last
869,869,sleeping at last,Uranus (Instrumental),Atlas: Space (Deluxe),34,2017,259898,Sleeping At Last
870,870,sleeping at last,Neptune (Instrumental),Atlas: Space (Deluxe),34,2017,280370,Sleeping At Last
871,871,sleeping at last,Pluto (Instrumental),Atlas: Space (Deluxe),35,2017,227222,Sleeping At Last
872,872,Atlas: II,Atlas: Taste,Atlas: Taste,26,2015,263447,Sleeping At Last
873,873,Atlas: II,Atlas: Smell,Atlas: Smell,18,2016,265075,Sleeping At Last
874,874,Atlas: II,Atlas: Hearing,Atlas: Hearing,47,2016,249267,Sleeping At Last
875,875,Atlas: II,Atlas: Sight,Atlas: Sight,18,2016,243480,Sleeping At Last
876,876,Atlas: II,Atlas: Joy,Atlas: Joy,18,2016,192519,Sleeping At Last
877,877,Atlas: II,Atlas: Sorrow,Atlas: Sorrow,26,2016,311025,Sleeping At Last
878,878,Atlas: II,Atlas: Anger,Atlas: Anger,22,2016,229868,Sleeping At Last
879,879,Atlas: II,Atlas: Fear,Atlas: Fear,26,2016,339596,Sleeping At Last
880,880,Atlas: II,Atlas: Body,Atlas: Body,35,2017,235331,Sleeping At Last
881,881,Atlas: II,Atlas: Heart,Atlas: Heart,37,2017,213938,Sleeping At Last
882,882,Atlas: II,Atlas: Mind,Atlas: Mind,19,2017,248181,Sleeping At Last
883,883,Atlas: II,Atlas: One,Atlas: One,32,2017,203032,Sleeping At Last
884,884,Atlas: II,Atlas: Two,Atlas: Two,41,2017,260428,Sleeping At Last
885,885,Atlas: II,Atlas: Three,Atlas: Three,34,2018,245618,Sleeping At Last
886,886,Atlas: II,Atlas: Four,Atlas: Four,31,2018,294179,Sleeping At Last
887,887,Atlas: II,Atlas: Five,Atlas: Five,27,2018,355009,Sleeping At Last
888,888,Atlas: II,Atlas: Six,Atlas: Six,30,2018,252833,Sleeping At Last
889,889,Atlas: II,Atlas: Seven,Atlas: Seven,31,2018,263124,Sleeping At Last
890,890,Atlas: II,Atlas: Eight,Atlas: Eight,34,2019,248904,Sleeping At Last
891,891,Atlas: II,Atlas: Nine,Atlas: Nine,29,2019,321767,Sleeping At Last
892,892,Litty,Don't,T R A P S O U L,82,2015,198293,Bryson Tiller
893,893,Litty,Famous,The Life Of Pablo,72,2016,196040,Kanye West
894,894,Litty,POWER,My Beautiful Dark Twisted Fantasy,78,2010,292093,Kanye West
895,895,Litty,Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),72,2016,235477,Drake
896,896,Litty,IV. Sweatpants,Because the Internet,68,2013,180675,Childish Gambino
897,897,Litty,Rock with You - Single Version,Off the Wall,74,1979,220626,Michael Jackson
898,898,Litty,Caroline,Good For You,73,2017,209640,Aminé
899,899,Litty,Broccoli (feat. Lil Yachty),Big Baby DRAM,61,2016,225205,Lil Yachty
900,900,Litty,No Problem (feat. Lil Wayne & 2 Chainz),Coloring Book,66,2016,304606,2 Chainz
901,901,Litty,All Night (feat. Knox Fortune),Coloring Book,63,2016,141542,Knox Fortune
902,902,Litty,Talking to Myself,Ology,37,2016,237560,Gallant
903,903,Litty,After Party,Short Term 12,22,2013,171213,Keith Stanfield
904,904,Litty,Doo Wop (That Thing),The Miseducation of Lauryn Hill,73,1998,320266,Ms. Lauryn Hill
905,905,Litty,The Light,Go! Common Classics,52,2010,243586,Common
906,906,Litty,Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),80,1997,229826,The Notorious B.I.G.
907,907,Litty,Work Work,CLPPNG,38,2014,223742,Cocc Pistol Cree
908,908,Litty,Dang! (feat. Anderson .Paak),The Divine Feminine,72,2016,305350,Anderson .Paak
909,909,Litty,Starboy,Starboy,89,2016,230453,Daft Punk
910,910,Litty,7/11,BEYONCÉ [Platinum Edition],68,2014,213506,Beyoncé
911,911,Litty,Needed Me,ANTI (Deluxe),81,2016,191600,Rihanna
912,912,Litty,Ms. Jackson,Stankonia,81,2000,270506,Outkast
913,913,Litty,Novacane,Novacane,80,2011,302346,Frank Ocean
914,914,Litty,No Scrubs,Fanmail,79,1999,214400,TLC
915,915,Litty,GOT IT GOOD,99.9%,57,2016,228146,Craig David
916,916,Litty,Rock Your Body,Justified,77,2002,267266,Justin Timberlake
917,917,Litty,Baba,Baba,6,2016,189040,Aminé
918,918,Litty,Me and Your Mama,"""Awaken, My Love!""",82,2016,379226,Childish Gambino
919,919,Litty,Redbone,"""Awaken, My Love!""",81,2016,326933,Childish Gambino
920,920,Litty,Poison,Poison,69,1990,261853,Bell Biv DeVoe
921,921,Litty,It Wasn't Me,Hot Shot,77,2000,227600,Rik Rok
922,922,Litty,How Do U Want It (ft. K-Ci & JoJo),All Eyez On Me,66,1996,287546,K-Ci & JoJo
923,923,Litty,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),69,1990,251573,A Tribe Called Quest
924,924,Litty,Pony,R&B: From Doo-Wop To Hip-Hop,72,1999,251733,Ginuwine
925,925,Litty,Just Friends (Sunny),Aijuswanaseing,58,2000,251426,Musiq Soulchild
926,926,Litty,Shoop,Very Necessary,68,1993,248573,Salt-N-Pepa
927,927,Litty,In My Feelings,SweetSexySavage (Deluxe),52,2017,219596,Kehlani
928,928,Litty,HUMBLE.,DAMN.,83,2017,177000,Kendrick Lamar
929,929,Litty,Diddy Bop,Telefone,43,2016,208000,"Noname feat. Raury, Cam O'bi"
930,930,Litty,You Got Me,Things Fall Apart,65,1999,259306,Eve
931,931,Litty,Nothing Even Matters (feat. D'Angelo),The Miseducation of Lauryn Hill,60,1998,350533,D'Angelo
932,932,Litty,Juicy - 2005 Remaster,Ready to Die (The Remaster),75,1994,302760,The Notorious B.I.G.
933,933,"through the deep, dark valley",In Memoriam,"Through the Deep, Dark Valley",41,2012,182779,The Oh Hellos
934,934,"through the deep, dark valley",The Lament of Eustace Scrubb,"Through the Deep, Dark Valley",41,2012,245777,The Oh Hellos
935,935,"through the deep, dark valley",I Was Wrong,"Through the Deep, Dark Valley",34,2012,264657,The Oh Hellos
936,936,"through the deep, dark valley",I Have Made Mistakes,"Through the Deep, Dark Valley",43,2012,289500,The Oh Hellos
937,937,"through the deep, dark valley",The Truth Is a Cave,"Through the Deep, Dark Valley",37,2012,240651,The Oh Hellos
938,938,"through the deep, dark valley",The Valley (Reprise),"Through the Deep, Dark Valley",34,2012,175593,The Oh Hellos
939,939,"through the deep, dark valley",Cold Is The Night,The Oh Hellos EP,49,2011,195011,The Oh Hellos
940,940,"through the deep, dark valley",Hello My Old Heart,The Oh Hellos EP,64,2011,256006,The Oh Hellos
941,941,"through the deep, dark valley",Lay Me Down,The Oh Hellos EP,42,2011,183437,The Oh Hellos
942,942,"Christmas Collection, Vol. 1",Snow,"Christmas Collection, Vol. 1",30,2017,205392,Sleeping At Last
943,943,"Christmas Collection, Vol. 1","O, Holy Night","Christmas Collection, Vol. 1",27,2017,264734,Sleeping At Last
944,944,"Christmas Collection, Vol. 1",The Christmas Song,"Christmas Collection, Vol. 1",26,2017,209293,Sleeping At Last
945,945,"Christmas Collection, Vol. 1",I Heard the Bells,"Christmas Collection, Vol. 1",32,2017,173258,Sleeping At Last
946,946,"Christmas Collection, Vol. 1",It's the Most Wonderful Time of the Year,"Christmas Collection, Vol. 1",25,2017,157574,Sleeping At Last
947,947,"Christmas Collection, Vol. 1",Silent Night,"Christmas Collection, Vol. 1",26,2017,170666,Sleeping At Last
948,948,"Christmas Collection, Vol. 1",Christmas Is All Around,"Christmas Collection, Vol. 1",30,2017,174242,Sleeping At Last
949,949,"Christmas Collection, Vol. 1",Merry Little Christmas,"Christmas Collection, Vol. 1",32,2017,201409,Sleeping At Last
950,950,"Christmas Collection, Vol. 1",What Child Is This,"Christmas Collection, Vol. 1",25,2017,203772,Sleeping At Last
951,951,"Christmas Collection, Vol. 1",I'll Be Home for Christmas,"Christmas Collection, Vol. 1",30,2017,132339,Sleeping At Last
952,952,"Christmas Collection, Vol. 1",Cradle in Bethlehem,"Christmas Collection, Vol. 1",24,2017,171670,Sleeping At Last
953,953,"Christmas Collection, Vol. 1",Silver Bells,"Christmas Collection, Vol. 1",25,2017,182648,Sleeping At Last
954,954,"Christmas Collection, Vol. 1",White Christmas,"Christmas Collection, Vol. 1",29,2017,141817,Sleeping At Last
955,955,Your Top Songs 2017,Elohim,let there be light.,42,2016,269546,Hillsong Worship
956,956,Your Top Songs 2017,Your Glory / Nothing But The Blood - Live,Live,45,2013,537866,David Leonard
957,957,Your Top Songs 2017,Our Father,For the Sake of the World,46,2012,408826,Jenn Johnson
958,958,Your Top Songs 2017,Behold (Then Sings My Soul),let there be light.,50,2016,406173,Hillsong Worship
959,959,Your Top Songs 2017,Oceans (Where Feet May Fail),Zion,70,2013,536000,TAYA
960,960,Your Top Songs 2017,Never Stop - Live,Glory & Wonder,28,2016,236426,Mosaic MSC
961,961,Your Top Songs 2017,Great I Am - Live,You Hold It All (Live),47,2011,328933,Integrity's Hosanna! Music
962,962,Your Top Songs 2017,Prince Of Peace,Of Dirt And Grace (Live From The Land),48,2016,491573,TAYA
963,963,Your Top Songs 2017,Great Are You Lord,All Sons & Daughters,56,2014,296343,David Leonard
964,964,Your Top Songs 2017,Since Your Love (Live) [feat. Brandon Hampton],Simple Gospel (Live),42,2015,482386,Brandon Hampton
965,965,Your Top Songs 2017,Not Afraid - Live,Glory & Wonder,31,2016,289066,Mosaic MSC
966,966,Your Top Songs 2017,We Will Not Be Shaken - Live,We Will Not Be Shaken (Live),44,2015,332604,Brian Johnson
967,967,Your Top Songs 2017,Be Enthroned - Live,Have It All (Live),49,2016,485396,Jeremy Riddle
968,968,Your Top Songs 2017,Here as in Heaven,Here As In Heaven,58,2016,499506,Elevation Worship
969,969,Your Top Songs 2017,You're the Only One,Age to Age,40,2014,337459,Moriah Hazeltine
970,970,Your Top Songs 2017,Scandal of Grace (I'd Be Lost) - By An Empty Tomb Not Far From Golgotha,Of Dirt And Grace (Live From The Land),41,2016,438185,Hillsong UNITED
971,971,Your Top Songs 2017,To My Knees (Live),Youth Revival,39,2016,473293,Hillsong Young & Free
972,972,Your Top Songs 2017,No Longer Slaves (Spontaneous) - Live,We Will Not Be Shaken (Live),62,2015,373691,Melissa Helser
973,973,Your Top Songs 2017,Lead Me To The Cross,All Of The Above,54,2007,258626,Brooke Ligertwood
974,974,Your Top Songs 2017,O Come to the Altar (Live),Here As In Heaven,67,2016,349586,Elevation Worship
975,975,Your Top Songs 2017,Be Still My Soul,Hymns Sampler,34,2012,239213,Page CXVI
976,976,Your Top Songs 2017,For Your Glory - Live,Grace (Live/Deluxe),52,2013,406440,Tasha Cobbs Leonard
977,977,Your Top Songs 2017,It Is Well - Live,You Make Me Brave (Live),61,2014,385053,Kristene DiMarco
978,978,Your Top Songs 2017,Even When It Hurts (Praise Song),Empires,43,2015,378400,TAYA
979,979,Your Top Songs 2017,"Take the World, but Give Me Jesus","Take the World, but Give Me Jesus",31,2010,326133,Ascend The Hill
980,980,Your Top Songs 2017,Where You Are,Youth Revival,34,2016,209720,Hillsong Young & Free
981,981,Your Top Songs 2017,Nobody Greater,Triumphant,38,2011,369160,VaShawn Mitchell
982,982,Your Top Songs 2017,Awesome,Awesome (Remixes),50,2013,348773,Charles Jenkins & Fellowship Chicago
983,983,Your Top Songs 2017,Give Me Faith,Kingdom Come,52,2010,294800,Elevation Worship
984,984,Your Top Songs 2017,What A Beautiful Name,What A Beautiful Name,65,2017,240200,Brooke Ligertwood
985,985,Your Top Songs 2017,Great & Mighty,Memoirs Of A Worshipper,24,2012,608893,Byron Cage
986,986,Your Top Songs 2017,My Testimony,I Win,43,2012,625293,Marvin Sapp
987,987,Your Top Songs 2017,I Smile,Hello Fear,56,2011,307973,Kirk Franklin
988,988,Your Top Songs 2017,Here Now (Madness) - By An Empty Tomb Just Beyond The City Walls,Of Dirt And Grace (Live From The Land),42,2016,453706,Hillsong UNITED
989,989,Your Top Songs 2017,Your Love Is Strong,Limbs & Branches,44,2008,309840,Jon Foreman
990,990,Your Top Songs 2017,Let The Church Say Amen - Radio Edit,Let The Church Say Amen (Radio Edit),49,2011,294813,Marvin Winans
991,991,Your Top Songs 2017,King of My Heart,You Are the Avalanche,48,2015,295720,Sarah McMillan
992,992,Your Top Songs 2017,Resurrecting (Live),Here As In Heaven,57,2016,467053,Elevation Worship
993,993,Your Top Songs 2017,Hosanna,All Of The Above,60,2007,330360,Brooke Ligertwood
994,994,Your Top Songs 2017,Open Heaven (River Wild),OPEN HEAVEN / River Wild,48,2015,449384,Hannah Hobbs
995,995,Your Top Songs 2017,The Best In Me,Here I Am,48,2010,514306,Marvin Sapp
996,996,Your Top Songs 2017,Rose-Colored Boy,After Laughter,66,2017,212853,Paramore
997,997,Your Top Songs 2017,Never Would Have Made It,Thirsty,54,2007,415133,Marvin Sapp
998,998,Your Top Songs 2017,Imagine Me,Hero,51,2005,318840,Kirk Franklin
999,999,Your Top Songs 2017,Sinking Deep,This Is Living,54,2015,248360,Hillsong Young & Free
1000,1000,Your Top Songs 2017,Live in the Wonderful,Live in the Wonderful,18,2016,294617,Lakewood Music
1001,1001,Your Top Songs 2017,Put A Praise On It - Live,One Place Live,44,2015,376666,Kierra Sheard
1002,1002,Your Top Songs 2017,Looking for a Savior (feat. Will Reagan),Looking for a Savior,41,2016,398560,Will Reagan
1003,1003,Your Top Songs 2017,You Carried Me,Tell All My Friends,40,2017,277021,United Pursuit
1004,1004,Your Top Songs 2017,Faithful Is Our God,The Very Best of Praise & Worship: Songs of Praise for The Family,18,2008,445133,Love Fellowship Choir
